record - recordId,record - aatNedId,record - subjectId,record - status,record - pt,record - bt,record - uf,record - eq
300232884,800026050,300232884,voorkeursterm,onderzoekingsvaartuigen,service- en dienstverlenende schepen,onderzoekingsvaartuig,onderzoekingsvaartuig
300232886,800026051,300232886,voorkeursterm,tenders,service- en dienstverlenende schepen,tender,tender
300232888,800026052,300232888,voorkeursterm,bijboten,tenders,bijboot,bijboot
300232890,800026053,300232890,voorkeursterm,officierssloepen,bijboten,officierssloep,officierssloep
300232892,800026054,300232892,voorkeursterm,gieken,bijboten,giek,giek
300232893,800026055,300232893,voorkeursterm,jollen,bijboten,jol,jol
300232894,800026056,300232894,voorkeursterm,barkassen,bijboten,barkas,barkas
300232895,800026057,300232895,voorkeursterm,motorsloepen,bijboten,motorsloep,motorsloep
300232896,800026058,300232896,voorkeursterm,visserssloepen,bijboten,visserssloep,visserssloep
300232897,800026059,300232897,voorkeursterm,yawls,bijboten,yawl,yawl
300232898,800026060,300232898,voorkeursterm,waterboten,tenders,waterboot,waterboot
300232899,800026061,300232899,voorkeursterm,vaartuigen naar werkgebied,vaartuigen naar specifiek type,vaartuig naar werkgebied,vaartuig naar werkgebied
300232900,800026062,300232900,voorkeursterm,vaartuigen naar waterverplaatsing,vaartuigen naar werkgebied,vaartuig naar waterverplaatsing,vaartuig naar waterverplaatsing
300232901,800026063,300232901,voorkeursterm,oppervlaktevaartuigen,vaartuigen naar waterverplaatsing,oppervlaktevaartuig,oppervlaktevaartuig
300232902,800026064,300232902,voorkeursterm,waterverplaatsingsvaartuigen,oppervlaktevaartuigen,waterverplaatsingsvaartuig,waterverplaatsingsvaartuig
300232903,800026065,300232903,voorkeursterm,glijboten,oppervlaktevaartuigen,glijboot,glijboot
300232908,800026066,300232908,voorkeursterm,semi-duikboten,vaartuigen naar waterverplaatsing,semi-duikboot,semi-duikboot
300232909,800026067,300232909,voorkeursterm,davids,oorlogsschepen met projectielwapens,david,david
300232910,800026068,300232910,voorkeursterm,vaartuigen naar locatie of context,vaartuigen naar werkgebied,vaartuig naar locatie of context,vaartuig naar locatie of context
300232911,800026069,300232911,voorkeursterm,kustvaarders,vaartuigen naar locatie of context,kustvaarder,kustvaarder
300232913,800026070,300232913,voorkeursterm,binnenvaartschepen,vaartuigen naar locatie of context,,
300232921,800026071,300232921,voorkeursterm,vaartuigen naar constructie,vaartuigen naar specifiek type,vaartuig naar constructie,vaartuig naar constructie
300232922,800026072,300232922,voorkeursterm,rompgebaseerde vaartuigen,vaartuigen naar constructie,,
300232923,800026073,300232923,voorkeursterm,koggen,rompgebaseerde vaartuigen,kogge,kogge
300232925,800026074,300232925,voorkeursterm,bateaux,dory's,bateau,bateau
300232927,800026075,300232927,voorkeursterm,gundalows,rompgebaseerde vaartuigen,gundalow,gundalow
300232928,800026076,300232928,voorkeursterm,pramen,rompgebaseerde vaartuigen,praam,praam
300232929,800026077,300232929,voorkeursterm,boomstamkano's en daarop gebaseerde vaartuigen,vaartuigen naar constructie,boomstamkano en daarop gebaseerd vaartuig,boomstamkano en daarop gebaseerd vaartuig
300232932,800026078,300232932,voorkeursterm,op boomstamkano's gebaseerde vaartuigen,boomstamkano's en daarop gebaseerde vaartuigen,op boomstamkano gebaseerd vaartuig,op boomstamkano gebaseerd vaartuig
300232933,800026079,300232933,voorkeursterm,uitgezette stamboomkano's,op boomstamkano's gebaseerde vaartuigen,uitgezette boomstamkano,uitgezette boomstamkano
300232934,800026080,300232934,voorkeursterm,vergrote boomstamkano's,op boomstamkano's gebaseerde vaartuigen,vergrote boomstamkano,vergrote boomstamkano
300232935,800026081,300232935,voorkeursterm,log canoes,op boomstamkano's gebaseerde vaartuigen,log canoe,log canoe
300232936,800026082,300232936,voorkeursterm,periaguas,vergrote boomstamkano's,periagua,periagua
300232940,800026083,300232940,voorkeursterm,huidboten,vaartuigen naar constructie,huidboot,huidboot
300232941,800026084,300232941,voorkeursterm,coracles,huidboten,coracle,coracle
300232942,800026085,300232942,voorkeursterm,curraghs,huidboten,curragh,curragh
300232945,800026086,300232945,voorkeursterm,vaartuigen naar wijze van aandrijving,vaartuigen naar specifiek type,vaartuig naar wijze van aandrijving,vaartuig naar wijze van aandrijving
300232951,800026087,300232951,voorkeursterm,door de mens voortbewogen vaartuigen,vaartuigen naar wijze van aandrijving,door de mens voortbewogen vaartuig,door de mens voortbewogen vaartuig
300232954,800026088,300232954,voorkeursterm,geroeide vaartuigen,door de mens voortbewogen vaartuigen,geroeid vaartuig,geroeid vaartuig
300232955,800026089,300232955,voorkeursterm,vaartuigen geroeid op één niveau,geroeide vaartuigen,vaartuig geroeid op één niveau,vaartuig geroeid op één niveau
300232957,800026090,300232957,voorkeursterm,pentekontoroi,vaartuigen geroeid op één niveau,pentekontoros,pentekontoros
300232958,800026091,300232958,voorkeursterm,roeiboten,vaartuigen geroeid op één niveau,roeiboot,roeiboot
300232961,800026092,300232961,voorkeursterm,triakontoroi,vaartuigen geroeid op één niveau,triakontoros,triakontoros
300180098,800020133,300180098,voorkeursterm,bougies,kaarsen,bougie,bougie
300180112,800020134,300180112,voorkeursterm,collars,onderdelen van verlichtingsmiddelen,collar,collar
300180115,800020135,300180115,voorkeursterm,kerkkronen,verlichtingsmiddelen naar vorm,kerkkroon,kerkkroon
300180134,800020136,300180134,voorkeursterm,zwarte lantaarns,lantaarns,zwarte lantaarn,zwarte lantaarn
300180138,800020137,300180138,voorkeursterm,Diaconlampen,mechanische lampen,Diaconlamp,Diaconlamp
300180144,800020138,300180144,voorkeursterm,double crusies,crusies,double crusie,double crusie
300180156,800020139,300180156,voorkeursterm,downlights,verlichtingsmiddelen naar functie,downlight,downlight
300180159,800020140,300180159,voorkeursterm,branders naar vorm,branders,,
300180160,800020141,300180160,voorkeursterm,duplexbranders,branders naar vorm,duplexbrander,duplexbrander
300180170,800020142,300180170,voorkeursterm,elfjeslampen,nachtlampjes,elfjeslamp,elfjeslamp
300180175,800020143,300180175,voorkeursterm,fill lights,verlichtingsmiddelen naar functie,fill light,fill light
300180179,800020144,300180179,voorkeursterm,visolielampen,olielampen,visolielamp,visolielamp
300180183,800020145,300180183,voorkeursterm,toortsen,fakkels,toorts,toorts
300180187,800020146,300180187,voorkeursterm,Vlaamse tuitlampen,tuitlampen,Vlaamse tuitlamp,Vlaamse tuitlamp
300180193,800020147,300180193,voorkeursterm,drijflampen,lampen naar vorm,drijflamp,drijflamp
300180196,800020148,300180196,voorkeursterm,schijnwerpers,verlichtingsmiddelen naar functie,schijnwerper,schijnwerper
300180204,800020149,300180204,voorkeursterm,pianolampen,lampen naar locatie of context: plaatsing,pianolamp,pianolamp
300180213,800020150,300180213,voorkeursterm,verlichtingsmiddelen naar locatie of context,verlichtingsmiddelen,verlichtingsmiddel naar locatie of context,verlichtingsmiddel naar locatie of context
300180215,800020151,300180215,voorkeursterm,voetlichten,neonverlichting,voetlicht,voetlicht
300180219,800020152,300180219,voorkeursterm,gas-armaturen,verlichtingsarmaturen naar verlichtingsmethode,gas-armatuur,gas-armatuur
300180232,800020153,300180232,voorkeursterm,gaseliers,kroonluchters,gaselier,gaselier
300180235,800020154,300180235,voorkeursterm,kompaslampen,lampen naar vorm,kompaslamp,kompaslamp
300180240,800020155,300180240,voorkeursterm,lampballons,glazen,lampballon,lampballon
300180244,800020156,300180244,voorkeursterm,globelampen,lampen naar vorm,globelamp,globelamp
300180264,800020157,300180264,voorkeursterm,hallampen,lampen naar locatie of context: kamers of ruimten,hallampen,hallampen
300180268,800020158,300180268,voorkeursterm,hal-lantaarns,lantaarns,hal-lantaarn,hal-lantaarn
300180271,800020159,300180271,voorkeursterm,handlampen,lampen naar vorm,handlamp,handlamp
300180280,800020160,300180280,voorkeursterm,Hitchcock-lampen,mechanische lampen,Hitchcock-lamp,Hitchcock-lamp
300180284,800020161,300180284,voorkeursterm,hogscraper candlesticks,kandelaars,hogscraper candlestick,hogscraper candlestick
300180294,800020162,300180294,voorkeursterm,gloeilampen,elektrische lampen,gloeilamp,gloeilamp
300180303,800020163,300180303,voorkeursterm,Ipswich betty lamps,betty lamps,Ipswich betty lamp,Ipswich betty lamp
300180315,800020164,300180315,voorkeursterm,ketellampen,lampen naar vorm,ketellamp,ketellamp
300180323,800020165,300180323,voorkeursterm,spotlichten,verlichtingsmiddelen naar functie,spotlicht,spotlicht
300180332,800020166,300180332,voorkeursterm,keylight,verlichtingsmiddelen naar functie,,
300180362,800020167,300180362,voorkeursterm,literatuur,soorten documenten,,
300180375,800020168,300180375,voorkeursterm,pastiche,"historische, theoretische en kritische begrippen",,
300180393,800020169,300180393,voorkeursterm,neon,anorganisch materiaal,,
300180396,800020170,300180396,voorkeursterm,duurzame ontwikkeling,ontwikkeling,,
300180400,800020171,300180400,voorkeursterm,tollen,molentjes,tol,tol
300180425,800020172,300180425,voorkeursterm,flambouwen,fakkels,flambouw,flambouw
300180427,800020173,300180427,voorkeursterm,lucernas,tuitlampen,lucerna,lucerna
300180445,800020174,300180445,voorkeursterm,opleidingscentra,bouwwerken naar functie,opleidingscentrum,opleidingscentrum
300180463,800020175,300180463,voorkeursterm,mantellampen,Argandlampen,mantellamp,mantellamp
300180477,800020176,300180477,voorkeursterm,mijnwerkerskandelaars,kandelaars,mijnwerkerskandelaar,mijnwerkerskandelaar
300180485,800020177,300180485,voorkeursterm,mijnlampen,lampen naar functie,mijnlamp,mijnlamp
300180493,800020178,300180493,voorkeursterm,moderateurlampen,mechanische lampen,moderateurlamp,moderateurlamp
300180499,800020179,300180499,voorkeursterm,neonlampen,ontladingslampen,neonlamp,neonlamp
300180502,800020180,300180502,voorkeursterm,nachtlampjes,lampen naar functie,nachtlampje,nachtlampje
300180509,800020181,300180509,voorkeursterm,kinderkamerlampen,lampen naar locatie of context: kamers of ruimten,kinderkamerlamp,kinderkamerlamp
300180518,800020182,300180518,voorkeursterm,hydrostatische lampen,lampen naar vorm,hydrostatische lamp,hydrostatische lamp
300180523,800020183,300180523,voorkeursterm,pannenlampen,lampen naar vorm,pannenlamp,pannenlamp
300180528,800020184,300180528,voorkeursterm,salonlampen,lampen naar locatie of context: kamers of ruimten,salonlamp,salonlamp
300180533,800020185,300180533,voorkeursterm,peg lamps,lampen naar vorm,peg lamp,peg lamp
300180540,800020186,300180540,voorkeursterm,petticoat lamps,lampen naar vorm,petticoat lamp,petticoat lamp
300180554,800020187,300180554,voorkeursterm,kaarsprikkers,kaarsenstandaarden,kaarsprikker,kaarsprikker
300180562,800020188,300180562,voorkeursterm,pomplampen,lampen naar vorm,pomplamp,pomplamp
300180565,800020189,300180565,voorkeursterm,pushups,onderdelen van verlichtingsmiddelen,pushup,pushup
300180576,800020190,300180576,voorkeursterm,reservoirs,onderdelen van verlichtingsmiddelen,reservoir,reservoir
300180580,800020191,300180580,voorkeursterm,harsolielampen,olielampen,harsolielamp,harsolielamp
300180588,800020192,300180588,voorkeursterm,chanoekalampen,lampen naar functie,chanoekalamp,chanoekalamp
300180638,800020193,300180638,voorkeursterm,rushlight shades,onderdelen van verlichtingsmiddelen,rushlight shade,rushlight shade
300180642,800020194,300180642,voorkeursterm,bieskaarsen,bieskaarsen en bieskaarsenhouders,bieskaars,bieskaars
300180646,800020195,300180646,voorkeursterm,sabbatslampen,lampen naar functie,sabbatlamp,sabbatlamp
300180674,800020196,300180674,voorkeursterm,waterpartijen,landschapselementen in de tuinarchitectuur,waterpartij,waterpartij
300180681,800020197,300180681,voorkeursterm,pijpaarde,klei naar samenstelling of herkomst,,
300180688,800020198,300180688,voorkeursterm,kaaspersen,persen,kaaspers,kaaspers
300180692,800020199,300180692,voorkeursterm,stokwapens,blanke wapens,stokwapen,stokwapen
300180698,800020200,300180698,voorkeursterm,moderne Nederlandse kunstnijverheidsstijlen en -stromingen,moderne Nederlandse stijlen en stromingen,,
300180699,800020201,300180699,voorkeursterm,moderne Nederlandse keramiekstijlen,moderne Nederlandse kunstnijverheidsstijlen en -stromingen,,
300180700,800020202,300180700,voorkeursterm,Amstel,moderne Nederlandse keramiekstijlen,,
300180705,800020203,300180705,voorkeursterm,"objectgenres naar locatie, context of oorsprong",objectgenres,,
300180706,800020204,300180706,voorkeursterm,grafgiften,"objectgenres naar locatie, context of oorsprong",grafgift,grafgift
300180724,800020205,300180724,voorkeursterm,sociale ecologie,sociologie,,
300180728,800020206,300180728,voorkeursterm,milieuvriendelijk ontwerp,milieubegrippen,,
300180734,800020207,300180734,voorkeursterm,kantoren,kantoren,kantoor,kantoor
300180756,800020208,300180756,voorkeursterm,illusie,psychologische begrippen,,
300180803,800020209,300180803,voorkeursterm,veiligheidslampen,lampen naar functie,veiligheidslamp,veiligheidslamp
300180810,800020210,300180810,voorkeursterm,heiligdomslampen,lampen naar locatie of context: kamers of ruimten,heiligdomslamp,heiligdomslamp
300180813,800020211,300180813,voorkeursterm,profijtertjes,onderdelen van verlichtingsmiddelen,profijtertje,profijtertje
300180818,800020212,300180818,voorkeursterm,zoeklichten,verlichtingsmiddelen naar functie,zoeklicht,zoeklicht
300180826,800020213,300180826,voorkeursterm,roetvangers,onderdelen van verlichtingsmiddelen,roetvanger,roetvanger
300180842,800020214,300180842,voorkeursterm,vonklampen,handlampen,vonklamp,vonklamp
300180853,800020215,300180853,voorkeursterm,splinters,spanen en spanenhouders,splinter,splinter
300180864,800020216,300180864,voorkeursterm,spiraalkandelaars,kandelaars,spiraalkandelaar,spiraalkandelaar
300180874,800020217,300180874,voorkeursterm,spring candleholders,kaarsenstandaarden,spring candleholder,spring candleholder
300180885,800020218,300180885,voorkeursterm,neonverlichting,verlichtingsmiddelen naar locatie of context,,
300180952,800020219,300180952,voorkeursterm,taper jacks,kraagkandelaars,taper jack,taper jack
300180961,800020220,300180961,voorkeursterm,schuifkandelaars,kraagkandelaars,schuifkandelaar,schuifkandelaar
300180966,800020221,300180966,voorkeursterm,waspitten,kaarsen,waspit,waspit
300180972,800020222,300180972,voorkeursterm,tijdskaarsen,kaarsen,tijdskaars,tijdskaars
300180982,800020223,300180982,voorkeursterm,student candle lamps,kaarsenstandaarden,student candle lamp,student candle lamp
300180989,800020224,300180989,voorkeursterm,tijdslampen,lampen naar functie,tijdslamp,tijdslamp
300181014,800020225,300181014,voorkeursterm,fakkelhouders,fakkels en fakkelhouders,fakkelhouder,fakkelhouder
300181045,800020226,300181045,voorkeursterm,vestalampen,Argandlampen,vestalamp,vestalamp
300181051,800020227,300181051,voorkeursterm,Ditmar lampen,petroleumbranders,Ditmar lamp,Ditmar lamp
300181063,800020228,300181063,voorkeursterm,trouwlampen,verticale pitlampen,trouwlamp,trouwlamp
300181080,800020229,300181080,voorkeursterm,walvistraanbranders,oliebranders,walvistraanbrander,walvistraanbrander
300181090,800020230,300181090,voorkeursterm,lontkanaallampen,lampen naar vorm,lontkanaallamp,lontkanaallamp
300181105,800020231,300181105,voorkeursterm,pithouders,onderdelen van verlichtingsmiddelen,pithouder,pithouder
300181108,800020232,300181108,voorkeursterm,pitten,onderdelen van verlichtingsmiddelen,pit,pit
300181110,800020233,300181110,voorkeursterm,kandelaars uit draad,kandelaars,kandelaar uit draad,kandelaar uit draad
300181185,800020234,300181185,voorkeursterm,timesharing,juridische begrippen,,
300181194,800020235,300181194,voorkeursterm,urban villages,nederzettingen naar planologische concept,urban village,urban village
300181199,800020236,300181199,voorkeursterm,Subjectieve fotografie,beeldende kunststijlen en stromingen na 1945,,
300181203,800020237,300181203,voorkeursterm,lenzen,onderdelen van verlichtingsmiddelen,lens,lens
300181207,800020238,300181207,voorkeursterm,ballasten,onderdelen van verlichtingsmiddelen,ballast,ballast
300181212,800020239,300181212,voorkeursterm,reference ballasts,ballasten,reference ballast,reference ballast
300181215,800020240,300181215,voorkeursterm,plafondarmaturen,verlichtingsarmaturen naar locatie of context,plafondarmatuur,plafondarmatuur
300181220,800020241,300181220,voorkeursterm,voertuiglichten,voertuigonderdelen,voertuiglicht,voertuiglicht
300181221,800020242,300181221,voorkeursterm,breedtelampen ,voertuiglichten,breedtelamp,breedtelamp
300181228,800020243,300181228,voorkeursterm,vergelijkingslampen,lampen (onderdelen) naar functie,vergelijkingslamp,vergelijkingslamp
300181231,800020244,300181231,voorkeursterm,daglichtlampen,lampen (onderdelen) naar functie,daglichtlamp,daglichtlamp
300181255,800020245,300181255,voorkeursterm,ontladingslampen,elektrische lampen,ontladingslamp,ontladingslamp
300181267,800020246,300181267,voorkeursterm,ultraviolette lampen,lampen naar spectraal licht,ultraviolette lamp,ultraviolette lamp
300181273,800020247,300181273,voorkeursterm,troffers,recessed luminaires,,
300181275,800020248,300181275,voorkeursterm,baffles,onderdelen van verlichtingsmiddelen,baffle,baffle
300181282,800020249,300181282,voorkeursterm,lichtfilters,onderdelen van verlichtingsmiddelen,lichtfilter,lichtfilter
300181306,800020250,300181306,voorkeursterm,fresnellantarens,spotlichten,fresnellantaren,fresnellantaren
300181314,800020251,300181314,voorkeursterm,house lights,verlichtingsmiddelen naar locatie of context,house light,house light
300181318,800020252,300181318,voorkeursterm,scoops,schijnwerpers,scoop,scoop
300181320,800020253,300181320,voorkeursterm,tormentor lights,verlichtingsmiddelen naar locatie of context,tormentor light,tormentor light
300181326,800020254,300181326,voorkeursterm,Klieglights,spotlichten,Klieglight,Klieglight
300181334,800020255,300181334,voorkeursterm,projectoren,verlichtingsmiddelen naar functie,projector,projector
300181344,800020256,300181344,voorkeursterm,straalprojectoren,projectoren,straalprojector,straalprojector
300181362,800020257,300181362,voorkeursterm,klappen,onderdelen van verlichtingsmiddelen,klap,klap
300181372,800020258,300181372,voorkeursterm,zoeklampen,lampen naar toepassing,zoeklamp,zoeklamp
300181382,800020259,300181382,voorkeursterm,elektronische flitslichten,flitslampen,elektronisch flitslicht,elektronisch flitslicht
300181395,800020260,300181395,voorkeursterm,flitslampen,flitsbenodigdheden,flitslamp,flitslamp
300181400,800020261,300181400,voorkeursterm,foto-opnamelampen,lampen naar toepassing,foto-opnamelampen,foto-opnamelampen
300181446,800020262,300181446,voorkeursterm,kaarsesnuiters,onderdelen van verlichtingsmiddelen,kaarsesnuiter,kaarsesnuiter
300181451,800020263,300181451,voorkeursterm,noodverlichtingen,verlichtingsmiddelen naar functie,noodverlichting,noodverlichting
300181473,800020264,300181473,voorkeursterm,koplampen,voertuiglichten,koplamp,koplamp
300181477,800020265,300181477,voorkeursterm,hoge druk ontladingslampen,ontladingslampen,hoge druk ontladingslamp,hoge druk ontladingslamp
300181483,800020266,300181483,voorkeursterm,behuizingen,gereedschap- en uitrustingonderdelen,behuizing,behuizing
300181491,800020267,300181491,voorkeursterm,lamphouders,onderdelen van verlichtingsmiddelen,lamphouder,lamphouder
300181496,800020268,300181496,voorkeursterm,uithouders,onderdelen van verlichtingsmiddelen,uithouder,uithouder
300181504,800020269,300181504,voorkeursterm,hogedruknatriumlampen,natriumlampen,hogedruknatriumlamp,hogedruknatriumlamp
300181510,800020270,300181510,voorkeursterm,hogedrukkwikdamplampen,kwikdamplampen,hogedrukkwikdamplamp,hogedrukkwikdamplamp
300181530,800020271,300181530,voorkeursterm,kwikdamplampen,hoge druk ontladingslampen,kwikdamplamp,kwikdamplamp
300181537,800020272,300181537,voorkeursterm,metaalhalidelampen,hoge druk ontladingslampen,metaalhalidelamp,metaalhalidelamp
300181549,800020273,300181549,voorkeursterm,parkeerlichten,voertuiglichten,parkeerlicht,parkeerlicht
300181557,800020274,300181557,voorkeursterm,natriumlampen,hoge druk ontladingslampen,natriumlamp,natriumlamp
300181563,800020275,300181563,voorkeursterm,stroboscopische lampen,lampen naar toepassing,stroboscopische lamp,stroboscopische lamp
300181579,800020276,300181579,voorkeursterm,wolfraam-halogeenlampen,gloeilampen,wolfraam-halogeenlamp,wolfraam-halogeenlamp
300181587,800020277,300181587,voorkeursterm,wick picks,onderdelen van verlichtingsmiddelen,wick pick,wick pick
300181593,800020278,300181593,voorkeursterm,lampenscharen,onderdelen van verlichtingsmiddelen,lampenschaar,lampenschaar
300181600,800020279,300181600,voorkeursterm,luchtvaartbakens,bakens,luchtvaartbaken,luchtvaartbaken
300181608,800020280,300181608,voorkeursterm,reflectorlampen,gloeilampen,reflectorlamp,reflectorlamp
300181613,800020281,300181613,voorkeursterm,zijlichten,voertuiglichten,zijlicht,zijlicht
300181617,800020282,300181617,voorkeursterm,vliegveldbakens,luchtvaartbakens,vliegveldbaken,vliegveldbaken
300181636,800020283,300181636,voorkeursterm,grondlichten,landschapselementen voor de luchtvaart,grondlicht,grondlicht
300181651,800020284,300181651,voorkeursterm,luchtcorridorbakens,luchtvaartbakens,luchtcorridorbaken,luchtcorridorbaken
300181654,800020285,300181654,voorkeursterm,landingslichten,grondlichten,landingslicht,landingslicht
300181660,800020286,300181660,voorkeursterm,navigatielichten,vliegtuiglichten,navigatielicht,navigatielicht
300181670,800020287,300181670,voorkeursterm,landingslichten,vliegtuiglichten,landingslicht,landingslicht
300181676,800020288,300181676,voorkeursterm,kanaallichten,grondlichten,kanaallicht,kanaallicht
300181680,800020289,300181680,voorkeursterm,oriëntatiepuntbakens,luchtvaartbakens,oriëntatiepuntbaken,oriëntatiepuntbaken
300181683,800020290,300181683,voorkeursterm,obstakellichten,grondlichten,obstakellicht,obstakellicht
300181687,800020291,300181687,voorkeursterm,taxibaanlichten,grondlichten,taxibaanlicht,taxibaanlicht
300181694,800020292,300181694,voorkeursterm,baanlichten,grondlichten,baanlicht,baanlicht
300181709,800020293,300181709,voorkeursterm,aanvliegpeilers,grondlichten,aanvliegpeiler,aanvliegpeiler
300181713,800020294,300181713,voorkeursterm,afstandslichten,verlichtingsmiddelen naar functie,afstandslicht,afstandslicht
300181718,800020295,300181718,voorkeursterm,hindernisbakens,luchtvaartbakens,hindernisbaken,hindernisbaken
300181728,800020296,300181728,voorkeursterm,grenslichten,grondlichten,grenslicht,grenslicht
300181731,800020297,300181731,voorkeursterm,drempellichten,baanlichten,drempellicht,drempellicht
300181758,800020298,300181758,voorkeursterm,ankerlichten,verlichtingsmiddelen naar functie,ankerlicht,ankerlicht
300181770,800020299,300181770,voorkeursterm,basislichten,verlichtingsmiddelen naar functie,basislicht,basislicht
300181777,800020300,300181777,voorkeursterm,koerslichten,grondlichten,koerslicht,koerslicht
300181780,800020301,300181780,voorkeursterm,diffusors,onderdelen van verlichtingsmiddelen,diffusor,diffusor
300181782,800020302,300181782,voorkeursterm,dimmers,onderdelen van verlichtingsmiddelen,dimmer,dimmer
300181786,800020303,300181786,voorkeursterm,douters,onderdelen van verlichtingsmiddelen,douter,douter
300181798,800020304,300181798,voorkeursterm,mistlampen,voertuiglichten,mistlamp,mistlamp
300181804,800020305,300181804,voorkeursterm,sealed beam headlights,koplampen,sealed beam headlight,sealed beam headlight
300181811,800020306,300181811,voorkeursterm,achterlichten,voertuiglichten,achterlicht,achterlicht
300181815,800020307,300181815,voorkeursterm,remlichten,achterlichten,remlicht,remlicht
300181888,800020308,300181888,voorkeursterm,kaarshouders,onderdelen van verlichtingsmiddelen,kaarshouder,kaarshouder
300181908,800020309,300181908,voorkeursterm,cameoglas,cameeglas,,
300181912,800020310,300181912,voorkeursterm,fotocollages,collages,fotocollage,fotocollage
300181918,800020311,300181918,voorkeursterm,acrylverfschilderingen,schilderingen naar materiaal of techniek,acrylverfschildering,acrylverfschildering
300181922,800020312,300181922,voorkeursterm,encaustische schilderingen,schilderingen naar materiaal of techniek,encaustische schildering,encaustische schildering
300181925,800020313,300181925,voorkeursterm,bambocciate,genrestukken,bambocciata,bambocciata
300181932,800020314,300181932,voorkeursterm,verticale pitlampen,lampen naar vorm,verticale pitlamp,verticale pitlamp
300181992,800020315,300181992,voorkeursterm,banketlampen,lampen naar vorm,banketlamp,banketlamp
300181995,800020316,300181995,voorkeursterm,deflectors,onderdelen van verlichtingsmiddelen,deflector,deflector
300181997,800020317,300181997,voorkeursterm,kartelschijven,onderdelen van verlichtingsmiddelen,kartelschijf,kartelschijf
300227793,800025554,300227793,voorkeursterm,kaarsenpit,garen naar vorm,,
300227796,800025555,300227796,voorkeursterm,tapijtgoed,interieurtextielmaterialen,,
300227801,800025556,300227801,voorkeursterm,chenille,garen naar vorm,,
300227802,800025557,300227802,voorkeursterm,chevron,keperweefsel naar structuur,,
300227803,800025558,300227803,voorkeursterm,ciseléfluweel,fluweel,,
300227806,800025559,300227806,voorkeursterm,composite twill,keperweefsel,,
300227809,800025560,300227809,voorkeursterm,wagens en fietsen,landvoertuigen naar vorm,wagen,wagen
300227810,800025561,300227810,voorkeursterm,wagens en fietsen naar vorm of functie,wagens en fietsen,wagen naar vorm of functie,wagen naar vorm of functie
300227811,800025562,300227811,voorkeursterm,vrachtvoertuigen,wagens en fietsen naar vorm of functie,vrachtvoertuig,vrachtvoertuig
300227812,800025563,300227812,voorkeursterm,borduurwol,kamgaren,,
300227813,800025564,300227813,voorkeursterm,wagens voor vrijetijd en wedstrijd,wagens en fietsen naar vorm of functie,,
300227815,800025565,300227815,voorkeursterm,militaire voertuigen,wagens en fietsen naar vorm of functie,militair voertuig,militair voertuig
300227816,800025566,300227816,voorkeursterm,transportmiddelen voor personenvervoer,wagens en fietsen naar vorm of functie,transportmiddel voor personenvervoer,transportmiddel voor personenvervoer
300227818,800025567,300227818,voorkeursterm,dienst- en bestelvoertuigen,wagens en fietsen naar vorm of functie,dienst- en bestelvoertuig,dienst- en bestelvoertuig
300227819,800025568,300227819,voorkeursterm,wagens naar aandrijving,wagens en fietsen,wagen naar aandrijving,wagen naar aandrijving
300227821,800025569,300227821,voorkeursterm,voertuigen met glijders,landvoertuigen naar vorm,voertuig met glijder,voertuig met glijder
300227822,800025570,300227822,voorkeursterm,gesneden fluweel,fluweel,,
300227823,800025571,300227823,voorkeursterm,wagens naar constructie,wagens en fietsen,,
300227826,800025572,300227826,voorkeursterm,dubbelweefsel,textielmaterialen naar weeftechniek,,
300227828,800025573,300227828,voorkeursterm,einden,ketting,,
300227830,800025574,300227830,voorkeursterm,franje,garneersel,,
300227835,800025575,300227835,voorkeursterm,holland,textielmaterialen naar procedé of techniek,,
300227840,800025576,300227840,voorkeursterm,"sleeën, draagkoetsen en landvoertuigen waarmee wordt gelopen",landvoertuigen naar vorm,"slee, draagkoets en landvoertuig waarmee wordt gelopen","slee, draagkoets en landvoertuig waarmee wordt gelopen"
300227841,800025577,300227841,voorkeursterm,filament,garen naar vorm : twist,,
300227843,800025578,300227843,voorkeursterm,tussenvoering,textielmaterialen naar functie,,
300227844,800025579,300227844,voorkeursterm,k'o-sseu,textielmaterialen naar weeftechniek,,
300227845,800025580,300227845,voorkeursterm,geknoopte pool,pool,,
300227846,800025581,300227846,voorkeursterm,bekleding,materialen naar functie,,
300227848,800025582,300227848,voorkeursterm,tieretein,textielmaterialen naar samenstelling of origine,,
300227849,800025583,300227849,voorkeursterm,lozenge twill,keperweefsel naar structuur,,
300227851,800025584,300227851,voorkeursterm,basiskettingstelsel,ketting,,
300227852,800025585,300227852,voorkeursterm,basisinslagstelsel,inslag,,
300227853,800025586,300227853,voorkeursterm,doorstikt borduurwerk,textielmaterialen naar procedé of techniek,,
300227854,800025587,300227854,voorkeursterm,matelassé,dubbelweefsel,,
300227856,800025588,300227856,voorkeursterm,voertuigen getrokken door paarden,landvoertuigen naar wijze van aandrijving,voertuig getrokken door paarden,voertuig getrokken door paarden
300227857,800025589,300227857,voorkeursterm,marokijnleer,plantaardig gelooid leer: geitenleer,,
300227858,800025590,300227858,voorkeursterm,vleug,textielonderdelen,,
300227860,800025591,300227860,voorkeursterm,opvulsel,materialen naar functie,,
300227861,800025592,300227861,voorkeursterm,palampores,bedekkingen en voorhangen naar vorm,palampore,palampore
300227862,800025593,300227862,voorkeursterm,gepantserde troepentransportwagens,militaire voertuigen,gepantserde troepentransportwagen,gepantserde troepentransportwagen
